Date,Open,Low,High,Close,Volume
2002.02.11,0.8708,0.8803,0.8705,0.8762,7992
2002.02.12,0.8759,0.8802,0.874,0.8765,8110
2002.02.13,0.8764,0.8775,0.8703,0.8712,8221
2002.02.14,0.8713,0.8749,0.868,0.8742,9488
2002.02.15,0.8739,0.8746,0.8694,0.8733,8672
2002.02.16,0.8733,0.8743,0.8727,0.873,312
2002.02.18,0.8732,0.8744,0.8699,0.8708,6762
2002.02.19,0.8707,0.8784,0.8663,0.8764,8121
2002.02.20,0.8764,0.8785,0.8687,0.8698,8732
2002.02.21,0.8695,0.8722,0.8679,0.8698,8522
2002.02.22,0.8698,0.8779,0.868,0.8755,8862
2002.02.23,0.8756,0.8761,0.8751,0.8752,264
2002.02.25,0.8753,0.8759,0.8687,0.8691,7615
2002.02.26,0.8693,0.8724,0.8615,0.864,8877
2002.02.27,0.8639,0.8669,0.8625,0.8657,8653
2002.02.28,0.8656,0.8698,0.8623,0.8687,9109
2002.03.01,0.8691,0.8699,0.8629,0.8651,9211
2002.03.02,0.865,0.8658,0.8644,0.8658,337
2002.03.04,0.8647,0.8717,0.8631,0.8697,8228
2002.03.05,0.8696,0.8723,0.8648,0.872,9040
2002.03.06,0.8721,0.8777,0.8693,0.8768,8888
2002.03.07,0.8768,0.8843,0.8739,0.8823,10009
2002.03.08,0.8821,0.8828,0.872,0.874,9265
2002.03.09,0.874,0.8753,0.8734,0.8734,320
2002.03.11,0.8737,0.8774,0.8732,0.8754,7520
2002.03.12,0.8754,0.8768,0.8703,0.8757,8360
2002.03.13,0.8758,0.8786,0.8724,0.8757,8576
2002.03.14,0.8755,0.8845,0.8753,0.8827,9110
2002.03.15,0.8827,0.887,0.8807,0.8825,9175
2002.03.16,0.8825,0.883,0.8821,0.883,279
2002.03.18,0.8812,0.8833,0.8782,0.883,7980
2002.03.19,0.8827,0.8847,0.8795,0.882,8702
2002.03.20,0.8819,0.8861,0.8787,0.8851,8550
2002.03.21,0.8852,0.8862,0.8805,0.8821,8613
2002.03.22,0.8822,0.883,0.8749,0.877,8613
2002.03.23,0.877,0.8782,0.8766,0.878,209
2002.03.25,0.8773,0.8785,0.8752,0.8776,8083
2002.03.26,0.8777,0.8798,0.8731,0.8772,9277
2002.03.27,0.8771,0.8776,0.8719,0.8729,8845
2002.03.28,0.873,0.8746,0.8698,0.8706,8886
2002.03.29,0.8711,0.8731,0.8701,0.8717,5782
2002.03.30,0.8716,0.872,0.8711,0.8719,85
2002.04.01,0.8716,0.8824,0.8714,0.8805,7426
2002.04.02,0.8805,0.8817,0.8772,0.8795,8898
2002.04.03,0.8794,0.8831,0.8774,0.8809,8568
2002.04.04,0.8809,0.8859,0.8764,0.8783,9226
2002.04.05,0.8783,0.8818,0.8772,0.8788,7881
2002.04.06,0.8786,0.8789,0.8782,0.8785,82
2002.04.08,0.8791,0.8795,0.8735,0.8748,7877
2002.04.09,0.8752,0.8814,0.8733,0.8803,8933
2002.04.10,0.8806,0.8827,0.8786,0.8803,8888
2002.04.11,0.8804,0.885,0.8788,0.8829,8599
2002.04.12,0.883,0.8833,0.8774,0.8794,8486
2002.04.13,0.8794,0.8809,0.8792,0.8809,159
2002.04.15,0.8797,0.8826,0.8788,0.8794,7612
2002.04.16,0.8795,0.8842,0.8789,0.883,8256
2002.04.17,0.8829,0.8913,0.8817,0.8906,9053
2002.04.18,0.8905,0.8922,0.8856,0.8911,9343
2002.04.19,0.8912,0.8929,0.8878,0.892,8217
2002.04.20,0.8921,0.8927,0.8915,0.8922,124
2002.04.22,0.8894,0.8909,0.8867,0.8895,7856
2002.04.23,0.8894,0.8906,0.8858,0.8888,7483
2002.04.24,0.8887,0.8933,0.8873,0.8931,8107
2002.04.25,0.8931,0.8994,0.8915,0.8978,8748
2002.04.26,0.8979,0.9026,0.896,0.9021,8489
2002.04.27,0.9023,0.9025,0.901,0.9015,116
2002.04.29,0.9013,0.9049,0.9007,0.9038,7773
2002.04.30,0.9037,0.9045,0.8988,0.9003,8158
2002.05.01,0.9001,0.9089,0.899,0.9062,7712
2002.05.02,0.9064,0.9083,0.901,0.9032,8407
2002.05.03,0.9033,0.9178,0.9024,0.9176,8749
2002.05.04,0.9174,0.9178,0.9166,0.9173,94
2002.05.06,0.9164,0.9188,0.9133,0.9176,7591
2002.05.07,0.9181,0.9193,0.9114,0.9153,9161
2002.05.08,0.9153,0.9156,0.9036,0.9042,8766
2002.05.09,0.9043,0.9116,0.9037,0.9094,8644
2002.05.10,0.9095,0.9153,0.9084,0.914,8891
2002.05.11,0.9142,0.9146,0.9139,0.914,121
2002.05.13,0.9129,0.9171,0.9094,0.9115,8215
2002.05.14,0.9115,0.9125,0.901,0.9027,8753
2002.05.15,0.9025,0.913,0.8994,0.9126,9220
2002.05.16,0.9125,0.9144,0.9085,0.9119,8468
2002.05.17,0.9118,0.9224,0.9109,0.9208,9486
2002.05.18,0.9208,0.9213,0.9202,0.9211,141
2002.05.20,0.9206,0.9232,0.918,0.9207,8251
2002.05.21,0.9208,0.9223,0.9161,0.9196,9486
2002.05.22,0.9197,0.928,0.9179,0.9257,10174
2002.05.23,0.9256,0.9273,0.918,0.9214,9478
2002.05.24,0.9215,0.9233,0.9161,0.921,8889
2002.05.25,0.9209,0.9212,0.9194,0.9203,66
2002.05.27,0.9205,0.9226,0.9182,0.9208,7606
2002.05.28,0.9208,0.9311,0.9197,0.9288,8988
2002.05.29,0.9286,0.9372,0.9271,0.9355,9563
2002.05.30,0.9355,0.9416,0.9343,0.9373,9648
2002.05.31,0.9372,0.9402,0.9283,0.9338,9225
2002.06.01,0.9338,0.9347,0.9335,0.9337,159
2002.06.03,0.933,0.9416,0.9302,0.9409,8497
2002.06.04,0.9406,0.9455,0.9391,0.9392,9460
2002.06.05,0.9393,0.942,0.9351,0.9396,9157
2002.06.06,0.9396,0.9481,0.9336,0.9473,9237
2002.06.07,0.9477,0.949,0.9428,0.9439,9629
2002.06.08,0.9438,0.9443,0.9426,0.9426,202
2002.06.10,0.9431,0.9484,0.9387,0.9446,8142
2002.06.11,0.9446,0.9497,0.9403,0.9484,8949
2002.06.12,0.9484,0.9508,0.9425,0.944,9215
2002.06.13,0.9439,0.9477,0.9395,0.9435,9062
2002.06.14,0.9435,0.9524,0.9413,0.9454,9363
2002.06.15,0.9455,0.947,0.9454,0.9454,171
2002.06.17,0.9451,0.9469,0.9411,0.9443,8120
2002.06.18,0.9442,0.9524,0.9435,0.9519,9544
2002.06.19,0.9522,0.9582,0.9513,0.9574,9331
2002.06.20,0.9575,0.9669,0.9556,0.9652,9037
2002.06.21,0.9651,0.9722,0.963,0.9714,8994
2002.06.22,0.9716,0.9718,0.9704,0.9705,166
2002.06.24,0.9699,0.9817,0.9678,0.9701,9168
2002.06.25,0.9703,0.9798,0.9661,0.9793,10081
2002.06.26,0.9795,0.9947,0.9786,0.9805,11337
2002.06.27,0.9804,0.9902,0.9804,0.9884,10227
2002.06.28,0.9883,0.9992,0.9837,0.9921,10520
2002.06.29,0.992,0.9923,0.9911,0.9911,131
2002.07.01,0.9914,0.9973,0.9861,0.9911,8750
2002.07.02,0.9912,0.9922,0.9797,0.9863,9635
2002.07.03,0.9864,0.9874,0.9767,0.9808,9260
2002.07.04,0.9807,0.982,0.9749,0.9795,9099
2002.07.05,0.9797,0.9797,0.9714,0.9731,9041
2002.07.06,0.9731,0.9738,0.9723,0.973,104
2002.07.08,0.9745,0.9906,0.9741,0.9899,9637
2002.07.09,0.9905,0.9956,0.9871,0.9935,10002
2002.07.10,0.9934,0.9971,0.9858,0.9887,10056
2002.07.11,0.9885,0.9941,0.9832,0.9893,9808
2002.07.12,0.9892,0.9926,0.985,0.9913,9779
2002.07.13,0.9914,0.9916,0.9905,0.9906,142
2002.07.15,0.9916,1.0091,0.9913,1.0035,9373
2002.07.16,1.0036,1.015,1.0025,1.0121,10775
2002.07.17,1.0118,1.0164,1.0032,1.0071,10906
2002.07.18,1.007,1.0118,1.0039,1.0114,10062
2002.07.19,1.0113,1.021,1.0104,1.0116,10720
2002.07.20,1.0117,1.0122,1.0102,1.0117,290
2002.07.22,1.0112,1.0135,1.0054,1.009,10377
2002.07.23,1.0086,1.0092,0.9844,0.9887,10682
2002.07.24,0.9887,0.9983,0.9873,0.9951,10244
2002.07.25,0.9953,1.0051,0.9939,1.0047,9040
2002.07.26,1.0046,1.007,0.9858,0.9873,10637
2002.07.27,0.9872,0.9874,0.9852,0.9859,250
2002.07.29,0.9873,0.9891,0.977,0.9812,9802
2002.07.30,0.9809,0.9894,0.9778,0.9834,9558
2002.07.31,0.9835,0.9857,0.9759,0.9777,9807
2002.08.01,0.9776,0.9859,0.9726,0.9846,9732
2002.08.02,0.9845,0.9919,0.9835,0.9869,10553
2002.08.03,0.9869,0.9877,0.9859,0.9859,221
2002.08.05,0.9865,0.9876,0.9798,0.98,9452
2002.08.06,0.98,0.9813,0.9621,0.9664,10708
2002.08.07,0.9662,0.9765,0.9642,0.975,10046
2002.08.08,0.9749,0.9774,0.964,0.9669,10325
2002.08.09,0.9672,0.9742,0.9653,0.9703,9847
2002.08.10,0.9704,0.9709,0.9697,0.9698,116
2002.08.12,0.9702,0.9801,0.9689,0.9788,9830
2002.08.13,0.9789,0.9841,0.9752,0.9836,9614
2002.08.14,0.9837,0.9894,0.978,0.9797,10094
2002.08.15,0.9798,0.985,0.9746,0.9822,9365
2002.08.16,0.9821,0.9868,0.9783,0.9852,8946
2002.08.17,0.9851,0.9871,0.9843,0.987,122
2002.08.19,0.9844,0.9873,0.975,0.9762,8475
2002.08.20,0.9762,0.9809,0.973,0.979,9183
2002.08.21,0.979,0.9851,0.9751,0.9803,9136
2002.08.22,0.9806,0.9814,0.9671,0.969,8992
2002.08.23,0.9691,0.9735,0.9664,0.9733,9003
2002.08.24,0.9731,0.9735,0.9723,0.9724,70
2002.08.26,0.9732,0.9742,0.9684,0.9719,8215
2002.08.27,0.9718,0.9842,0.9702,0.9836,7523
2002.08.28,0.9832,0.9837,0.9792,0.9793,8846
2002.08.29,0.9792,0.9888,0.9773,0.9851,8934
2002.08.30,0.9849,0.9866,0.9793,0.9824,8724
2002.08.31,0.9822,0.983,0.9813,0.9815,88
2002.09.02,0.9824,0.9857,0.9796,0.9829,8183
2002.09.03,0.9837,0.9977,0.983,0.9969,8611
2002.09.04,0.9968,0.9977,0.9903,0.9928,9015
2002.09.05,0.9923,0.9993,0.9886,0.9915,9430
2002.09.06,0.9916,0.9957,0.9804,0.9821,10004
2002.09.07,0.9818,0.9824,0.9808,0.9808,126
2002.09.09,0.9817,0.9831,0.978,0.9796,8604
2002.09.10,0.9797,0.9844,0.9721,0.9754,9163
2002.09.11,0.9752,0.9771,0.9698,0.976,9105
2002.09.12,0.9761,0.9825,0.9739,0.9818,10366
2002.09.13,0.982,0.9841,0.9702,0.9718,10249
2002.09.14,0.9717,0.9719,0.9707,0.9713,209
2002.09.16,0.9708,0.973,0.9664,0.9695,9749
2002.09.17,0.9694,0.9748,0.9608,0.9747,10573
2002.09.18,0.9746,0.9798,0.9685,0.9779,9926
2002.09.19,0.9779,0.9873,0.9762,0.9866,10736
2002.09.20,0.9866,0.9878,0.9783,0.9823,9356
2002.09.21,0.9822,0.983,0.9821,0.9826,96
2002.09.23,0.9808,0.9859,0.9751,0.9781,8743
2002.09.24,0.9782,0.984,0.9759,0.9814,9684
2002.09.25,0.9815,0.9856,0.9755,0.9763,10010
2002.09.26,0.9764,0.9812,0.9727,0.9765,9425
2002.09.27,0.9765,0.9813,0.9748,0.9808,8898
2002.09.28,0.9807,0.9812,0.9792,0.9792,149
2002.09.30,0.9811,0.9901,0.9805,0.9876,8700
2002.10.01,0.9876,0.9895,0.9825,0.9829,8730
2002.10.02,0.983,0.9873,0.9809,0.9869,8858
2002.10.03,0.9868,0.9912,0.9857,0.988,9066
2002.10.04,0.988,0.9891,0.9781,0.9796,8546
2002.10.05,0.9794,0.9797,0.9786,0.9794,60
2002.10.07,0.9788,0.9841,0.9777,0.9833,8270
2002.10.08,0.9833,0.9846,0.9765,0.9788,8736
2002.10.09,0.9787,0.9915,0.9778,0.9897,9963
2002.10.10,0.9895,0.9931,0.9847,0.9863,10008
2002.10.11,0.9862,0.9882,0.9833,0.9875,7724
2002.10.12,0.9871,0.9878,0.9871,0.9875,39
2002.10.14,0.9874,0.9895,0.9854,0.9871,7440
2002.10.15,0.9871,0.9889,0.9791,0.9816,9708
2002.10.16,0.9816,0.9838,0.9798,0.9815,9929
2002.10.17,0.9815,0.9818,0.9697,0.971,9755
2002.10.18,0.971,0.9745,0.9697,0.9723,8908
2002.10.19,0.9725,0.9726,0.9714,0.9725,85
2002.10.21,0.9722,0.9765,0.9687,0.9734,8442
2002.10.22,0.9733,0.9803,0.972,0.9777,8745
2002.10.23,0.9777,0.9801,0.9747,0.977,8447
2002.10.24,0.9764,0.9788,0.9724,0.978,8920
2002.10.25,0.978,0.9798,0.9755,0.976,8608
2002.10.26,0.976,0.9769,0.9755,0.9763,106
2002.10.28,0.9762,0.9851,0.9725,0.9846,8229
2002.10.29,0.9844,0.9868,0.9805,0.9836,9279
2002.10.30,0.9835,0.9854,0.9815,0.9843,8426
2002.10.31,0.9842,0.9911,0.9833,0.99,9190
2002.11.01,0.9898,1.0006,0.9888,0.9967,9771
2002.11.02,0.9966,0.9976,0.996,0.9966,427
2002.11.04,0.9964,0.9981,0.9931,0.9976,7567
2002.11.05,0.9977,1.0043,0.9969,1.0001,9135
2002.11.06,1.0002,1.0052,0.994,1.0031,9236
2002.11.07,1.003,1.0101,0.9989,1.0097,10327
2002.11.08,1.0095,1.0154,1.0073,1.0129,8925
2002.11.09,1.0128,1.0142,1.0128,1.0134,301
2002.11.11,1.0127,1.0173,1.0092,1.0106,8117
2002.11.12,1.0105,1.0138,1.0065,1.0123,9759
2002.11.13,1.0123,1.0133,1.0045,1.0068,9722
2002.11.14,1.007,1.0102,1.0029,1.0043,9780
2002.11.15,1.0043,1.01,1.001,1.0093,9575
2002.11.16,1.0094,1.0102,1.0089,1.0098,429
2002.11.18,1.0102,1.0123,1.0061,1.0084,9101
2002.11.19,1.0081,1.0143,1.0007,1.0034,9299
2002.11.20,1.0033,1.0049,0.999,1.0016,9657
2002.11.21,1.0017,1.0044,0.9976,1.001,9049
2002.11.22,1.0014,1.0038,0.9961,0.9971,8992
2002.11.23,0.9972,0.9976,0.9964,0.9969,345
2002.11.25,0.9968,0.9971,0.9893,0.9911,8452
2002.11.26,0.9911,0.9937,0.9895,0.9935,8970
2002.11.27,0.9931,0.9945,0.9877,0.9906,9052
2002.11.28,0.9905,0.9962,0.9893,0.9947,8265
2002.11.29,0.9945,0.9959,0.9917,0.9944,7701
2002.11.30,0.9947,0.9955,0.9935,0.9938,215
2002.12.02,0.9928,0.9985,0.986,0.9966,8427
2002.12.03,0.9966,1.0002,0.9951,0.9966,9394
2002.12.04,0.9968,1.0034,0.9961,1.0006,9225
2002.12.05,1.0005,1.0026,0.997,1.0008,8957
2002.12.06,1.0007,1.0129,0.9998,1.0098,9759
2002.12.07,1.0098,1.0107,1.008,1.0091,390
2002.12.09,1.0101,1.0121,1.0067,1.0107,8713
2002.12.10,1.0108,1.0141,1.0071,1.0083,8637
2002.12.11,1.0082,1.0103,1.0059,1.0082,8955
2002.12.12,1.0082,1.0196,1.0074,1.0184,9440
2002.12.13,1.0185,1.0262,1.0166,1.0229,9417
2002.12.14,1.0229,1.0244,1.0225,1.0242,477
2002.12.16,1.023,1.0251,1.0194,1.0229,8860
2002.12.17,1.0228,1.0335,1.0209,1.0287,10063
2002.12.18,1.0285,1.0293,1.0225,1.0265,9701
2002.12.19,1.0264,1.0291,1.0207,1.0273,10008
2002.12.20,1.0274,1.0278,1.024,1.0271,9572
2002.12.21,1.0269,1.0276,1.0249,1.0274,400
2002.12.23,1.0264,1.032,1.0218,1.0261,8200
2002.12.24,1.0261,1.0328,1.0253,1.0305,8230
2002.12.25,1.0299,1.0329,1.0281,1.0322,3215
2002.12.26,1.0318,1.0379,1.0313,1.0377,6611
2002.12.27,1.0374,1.0445,1.0359,1.0438,9353
2002.12.28,1.0438,1.0447,1.0431,1.0443,320
2002.12.30,1.0419,1.0487,1.0406,1.0482,8184
2002.12.31,1.0481,1.0507,1.0454,1.0503,8270
2003.01.01,1.0499,1.0503,1.0467,1.0489,629
2003.01.02,1.0491,1.05,1.0335,1.0361,8664
2003.01.03,1.0362,1.044,1.034,1.0415,9142
2003.01.04,1.0416,1.0434,1.0414,1.0428,401
2003.01.06,1.042,1.0497,1.0416,1.047,8773
2003.01.07,1.0469,1.0474,1.0395,1.0417,9398
2003.01.08,1.0418,1.0536,1.0359,1.0493,9398
2003.01.09,1.0493,1.0543,1.0453,1.0488,9691
2003.01.10,1.0487,1.0588,1.0473,1.0581,9805
2003.01.11,1.0579,1.0585,1.0568,1.0573,355
2003.01.13,1.0579,1.0586,1.0526,1.0545,8842
2003.01.14,1.0544,1.06,1.0535,1.055,9733
2003.01.15,1.0551,1.0595,1.0502,1.0551,9639
2003.01.16,1.055,1.0629,1.0542,1.0618,9452
2003.01.17,1.0617,1.0682,1.0604,1.0667,10056
2003.01.18,1.067,1.0679,1.0663,1.0673,534
2003.01.20,1.0658,1.0692,1.0632,1.0681,8961
2003.01.21,1.0681,1.0736,1.0631,1.0725,11246
2003.01.22,1.0726,1.0745,1.0683,1.073,11603
2003.01.23,1.073,1.078,1.0705,1.0751,10353
2003.01.24,1.0752,1.0857,1.074,1.0835,10554
2003.01.25,1.0835,1.0847,1.0815,1.0831,797
2003.01.27,1.0839,1.091,1.0782,1.0856,9432
2003.01.28,1.086,1.0863,1.0782,1.0823,9848
2003.01.29,1.0822,1.0901,1.0808,1.083,11009
2003.01.30,1.0832,1.0847,1.0728,1.0814,10206
2003.01.31,1.0813,1.0834,1.0722,1.0766,9830
2003.02.01,1.0766,1.0777,1.0762,1.0771,502
2003.02.03,1.0789,1.0794,1.0691,1.078,9725
2003.02.04,1.078,1.0908,1.0765,1.0882,10986
2003.02.05,1.0883,1.0938,1.0736,1.0796,10441
2003.02.06,1.0796,1.0865,1.0762,1.0839,9596
2003.02.07,1.0837,1.0847,1.0729,1.0828,9454
2003.02.08,1.0828,1.0831,1.0803,1.0821,327
2003.02.10,1.0817,1.0831,1.0728,1.0739,8725
2003.02.11,1.0738,1.0762,1.0664,1.0733,10294
2003.02.12,1.0733,1.0772,1.0703,1.0714,9684
2003.02.13,1.0718,1.0861,1.0703,1.0829,10654
2003.02.14,1.0831,1.0853,1.076,1.0793,10283
2003.02.15,1.0792,1.0799,1.0786,1.0793,487
2003.02.17,1.0773,1.0779,1.0672,1.0733,8688
2003.02.18,1.0733,1.0759,1.0676,1.0693,9846
2003.02.19,1.069,1.0768,1.0664,1.0745,9781
2003.02.20,1.0747,1.0837,1.0738,1.0816,10128
2003.02.21,1.0816,1.085,1.075,1.0761,9801
2003.02.22,1.0761,1.0778,1.0754,1.0767,385
2003.02.24,1.0723,1.081,1.0706,1.0796,8926
2003.02.25,1.0796,1.0824,1.0742,1.0765,10028
2003.02.26,1.0765,1.0814,1.073,1.0785,9315
2003.02.27,1.0784,1.0839,1.0735,1.0759,9962
2003.02.28,1.0757,1.0808,1.0734,1.0801,9462
2003.03.01,1.0804,1.081,1.0792,1.0806,462
2003.03.03,1.0779,1.0901,1.0768,1.0892,9048
2003.03.04,1.0895,1.0939,1.0874,1.0885,9589
2003.03.05,1.0885,1.1005,1.0879,1.0963,10378
2003.03.06,1.0963,1.1011,1.0924,1.0974,10305
2003.03.07,1.0973,1.1069,1.0965,1.1005,10020
2003.03.08,1.1006,1.1017,1.0996,1.1007,606
2003.03.10,1.1006,1.1069,1.1004,1.1057,8663
2003.03.11,1.1056,1.1087,1.1003,1.1037,9376
2003.03.12,1.1037,1.106,1.0982,1.0999,10205
2003.03.13,1.1,1.1012,1.0793,1.0805,10535
2003.03.14,1.0806,1.0823,1.0691,1.0742,9935
2003.03.15,1.0743,1.0753,1.0738,1.0748,467
2003.03.17,1.0783,1.0845,1.0589,1.0639,9938
2003.03.18,1.0637,1.0656,1.0543,1.0634,11122
2003.03.19,1.0632,1.0657,1.0553,1.0561,10386
2003.03.20,1.0559,1.0674,1.053,1.0617,11119
2003.03.21,1.0618,1.0627,1.0502,1.0524,10578
2003.03.22,1.0526,1.0539,1.0517,1.0529,461
2003.03.24,1.0586,1.0676,1.0566,1.0632,9234
2003.03.25,1.0632,1.0723,1.063,1.0657,10411
2003.03.26,1.0654,1.0704,1.0622,1.0685,9778
2003.03.27,1.0685,1.0747,1.0674,1.0697,10419
2003.03.28,1.0697,1.0805,1.0668,1.0776,9758
2003.03.29,1.0782,1.0791,1.0773,1.0781,415
2003.03.31,1.0797,1.0929,1.078,1.0927,10032
2003.04.01,1.0926,1.0934,1.0868,1.0906,9188
2003.04.02,1.0907,1.0961,1.075,1.0767,10966
2003.04.03,1.0767,1.0794,1.0686,1.0757,10618
2003.04.04,1.0757,1.0772,1.0684,1.0731,10620
2003.04.05,1.0728,1.0739,1.0719,1.0734,279
2003.04.07,1.0672,1.0704,1.0559,1.0695,10074
2003.04.08,1.0697,1.0724,1.0642,1.0704,10183
2003.04.09,1.0707,1.0785,1.0675,1.0773,10112
2003.04.10,1.0774,1.0832,1.0758,1.0787,10078
2003.04.11,1.0786,1.0793,1.0693,1.0754,9721
2003.04.12,1.0756,1.0759,1.0742,1.0756,120
2003.04.14,1.0745,1.0814,1.0717,1.0772,9608
2003.04.15,1.0773,1.0824,1.0734,1.0798,10033
2003.04.16,1.0796,1.0923,1.0783,1.0914,9725
2003.04.17,1.0914,1.0977,1.0867,1.0877,10166
2003.04.18,1.0875,1.09,1.0868,1.0883,6357
2003.04.19,1.088,1.0887,1.0871,1.0879,55
2003.04.21,1.0898,1.0909,1.0821,1.0871,7282
2003.04.22,1.087,1.1004,1.0848,1.0968,9248
2003.04.23,1.0969,1.0984,1.092,1.0972,9199
2003.04.24,1.0972,1.1049,1.0944,1.1034,9562
2003.04.25,1.1034,1.1051,1.096,1.1035,9740
2003.04.26,1.1035,1.1041,1.1032,1.1037,109
2003.04.28,1.1037,1.1078,1.0975,1.0985,9036
2003.04.29,1.0984,1.1087,1.093,1.1082,9243
2003.04.30,1.1085,1.1191,1.1063,1.1175,10406
2003.05.01,1.1176,1.1288,1.1154,1.1238,9209
2003.05.02,1.1237,1.1275,1.1188,1.1228,9572
2003.05.03,1.123,1.1235,1.1228,1.123,79
2003.05.05,1.1227,1.1305,1.1204,1.129,11461
2003.05.06,1.1292,1.1456,1.1275,1.1429,13465
2003.05.07,1.1429,1.1449,1.1329,1.136,13434
2003.05.08,1.136,1.1513,1.131,1.1499,13727
2003.05.09,1.15,1.1541,1.1437,1.1494,13898
2003.05.10,1.1492,1.1497,1.1486,1.1489,184
2003.05.12,1.1531,1.1629,1.1523,1.1561,12149
2003.05.13,1.156,1.1579,1.1463,1.1527,13024
2003.05.14,1.1526,1.1542,1.1467,1.1493,11129
2003.05.15,1.1496,1.1498,1.1376,1.1386,10250
2003.05.16,1.1384,1.1596,1.1371,1.1585,9799
2003.05.17,1.1582,1.1597,1.1579,1.1597,171
2003.05.19,1.1673,1.1741,1.1622,1.1655,10605
2003.05.20,1.1649,1.172,1.1602,1.1707,11441
2003.05.21,1.1711,1.1749,1.164,1.1649,11331
2003.05.22,1.1646,1.1732,1.162,1.1706,10983
2003.05.23,1.1703,1.184,1.1665,1.1833,10596
2003.05.24,1.1833,1.1846,1.1832,1.1842,119
2003.05.26,1.1832,1.1878,1.1799,1.1874,8353
2003.05.27,1.1874,1.1931,1.181,1.1814,10719
2003.05.28,1.1814,1.1851,1.1706,1.1766,10810
2003.05.29,1.1766,1.1911,1.1691,1.1907,11520
2003.05.30,1.1906,1.1919,1.1741,1.1784,11597
2003.05.31,1.1783,1.1795,1.177,1.1785,183
2003.06.02,1.172,1.1772,1.1652,1.1755,11203
2003.06.03,1.1756,1.1783,1.1686,1.1735,11399
2003.06.04,1.1735,1.1751,1.1633,1.1643,10915
2003.06.05,1.1643,1.189,1.1631,1.1839,11679
2003.06.06,1.1839,1.1881,1.1684,1.1697,11457
2003.06.07,1.1696,1.1702,1.1693,1.1701,80
2003.06.09,1.1708,1.1791,1.1659,1.1712,11146
2003.06.10,1.1712,1.1746,1.1669,1.1673,10498
2003.06.11,1.1672,1.1785,1.1659,1.1756,10978
2003.06.12,1.1756,1.181,1.1705,1.1769,10853
2003.06.13,1.1774,1.1882,1.1736,1.1861,10681
2003.06.14,1.186,1.1878,1.1855,1.1874,228
2003.06.16,1.1876,1.1932,1.1818,1.1825,10259
2003.06.17,1.1825,1.1869,1.1769,1.1781,10149
2003.06.18,1.1782,1.1807,1.1663,1.1692,9906
2003.06.19,1.1692,1.1743,1.1583,1.1725,11337
2003.06.20,1.1725,1.1738,1.1552,1.16,11092
2003.06.21,1.1602,1.1616,1.1599,1.1605,196
2003.06.23,1.1579,1.1608,1.1509,1.1556,10999
2003.06.24,1.1556,1.1584,1.1477,1.1511,10374
2003.06.25,1.151,1.1625,1.1494,1.1541,11016
2003.06.26,1.1543,1.1546,1.1414,1.1423,10644
2003.06.27,1.1424,1.147,1.1399,1.1435,10241
2003.06.28,1.1433,1.1437,1.1424,1.1425,112
2003.06.30,1.143,1.152,1.14,1.1506,9329
2003.07.01,1.1509,1.1613,1.1505,1.1562,9620
2003.07.02,1.1562,1.1572,1.1506,1.1542,9868
2003.07.03,1.1543,1.1545,1.1432,1.1496,9812
2003.07.04,1.1496,1.1504,1.1446,1.1491,8817
2003.07.05,1.1491,1.1494,1.1486,1.1494,24
